ID,Probability
351,0.06894454
352,0.038870323
353,0.003410639
354,0.1260324
355,0.010122243
356,0.0047980393
357,0.67260724
358,0.0040132636
359,0.020539815
360,0.19255787
361,0.01745891
362,0.008995718
363,0.0051957206
364,0.014408551
365,0.15638536
366,0.107636504
367,0.03630685
368,0.07061681
369,0.012251392
370,0.4282898
371,0.009299687
372,0.091123186
373,0.011039722
374,0.009509955
375,0.010771176
376,0.0039056446
377,0.023690011
378,0.007558489
379,0.01493707
380,0.018789282
381,0.0069420985
382,0.017363336
383,0.030011466
384,0.0961881
385,0.0073387017
386,0.0042119846
387,0.0038908196
388,0.014143814
389,0.028609317
390,0.011027878
391,0.0031502037
392,0.005628952
393,0.01869036
394,0.11378378
395,0.007761839
396,0.0035129536
397,0.057842348
398,0.14076161
399,0.009277204
400,0.020016044
401,0.0062014484
402,0.0039896946
403,0.015227564
404,0.0029444753
405,0.7902993
406,0.6565008
407,0.01896555
408,0.05059855
409,0.024348777
410,0.013989425
411,0.022561666
412,0.04247478
413,0.10045353
414,0.009154938
415,0.006610353
416,0.19799456
417,0.097692445
418,0.042636096
419,0.009463222
420,0.018151863
421,0.0096269585
422,0.007002887
423,0.034548897
424,0.0042474535
425,0.00547271
426,0.009233038
427,0.02037081
428,0.014129274
429,0.083807655
430,0.007863467
431,0.27469578
432,0.0046499227
433,0.009800521
434,0.013366588
435,0.032201577
436,0.029827937
437,0.06642687
438,0.08752943
439,0.0066620703
440,0.03950029
441,0.01314817
442,0.025060588
443,0.0440168
444,0.005342397
445,0.04951055
446,0.28337726
447,0.010233401
448,0.06792836
449,0.062017586
450,0.0054787365
451,0.02192052
452,0.0044299634
453,0.113829456
454,0.011913668
455,0.06968116
456,0.030501679
457,0.045626584
458,0.009713581
459,0.06005286
460,0.01421331
461,0.015779998
462,0.0517807
463,0.011847151
464,0.054725435
465,0.041879293
466,0.00556955
467,0.008108581
468,0.016097208
469,0.0059391605
470,0.19355027
471,0.0031059815
472,0.008800142
473,0.34467536
474,0.041127335
475,0.016823683
476,0.009916615
477,0.005060231
478,0.013892689
479,0.03272632
480,0.008388033
481,0.08339429
482,0.004529584
483,0.035252612
484,0.047644615
485,0.0029912952
486,0.2662496
487,0.019516831
488,0.06791125
489,0.116709
490,0.024173185
491,0.008338412
492,0.031605367
493,0.36014786
494,0.0103308335
495,0.2860653
496,0.016907446
497,0.013476159
498,0.0090480745
499,0.08478862
500,0.009063462
501,0.013803684
502,0.009475315
503,0.028614255
504,0.009998862
505,0.0058404813
506,0.13231435
507,0.04054434
508,0.004542682
509,0.0051297676
510,0.013128324
511,0.014043133
512,0.24340805
513,0.045827266
514,0.02018688
515,0.014949614
516,0.32472605
517,0.0068009873
518,0.0121872425
519,0.0042715184
520,0.010130994
521,0.0055271806
522,0.008421761
523,0.084493645
524,0.046950407
525,0.04963393
526,0.46172202
527,0.13711318
528,0.0075182063
529,0.17478316
530,0.017806608
531,0.008031755
532,0.003809887
533,0.014308803
534,0.0031197844
535,0.011278042
536,0.004442026
537,0.0103980545
538,0.0577509
539,0.018144015
540,0.00597089
541,0.017538175
542,0.029322261
543,0.049801838
544,0.11774606
545,0.018680973
546,0.0070076804
547,0.05023405
548,0.003789698
549,0.0038696057
550,0.14118172
551,0.22745834
552,0.113901615
553,0.0124050835
554,0.0076931855
555,0.090473935
556,0.018263556
557,0.01991726
558,0.023742046
559,0.11400043
560,0.045778856
561,0.004249717
562,0.009124598
563,0.08840643
564,0.0367586
565,0.07943468
566,0.00904731
567,0.0046935603
568,0.027384704
569,0.302438
570,0.038829084
571,0.13046758
572,0.020726426
573,0.0121758
574,0.078834035
575,0.060190823
576,0.004364151
577,0.03094145
578,0.0072412263
579,0.12385345
580,0.0058483416
581,0.007993475
582,0.01389018
583,0.005746371
584,0.019237822
585,0.03926894
586,0.0055268533
587,0.0112405
588,0.06332728
589,0.012373734
590,0.012709969
591,0.16074254
592,0.0087204855
593,0.01643371
594,0.015909288
595,0.16169047
596,0.016303923
597,0.013033475
598,0.019040646
599,0.033408392
600,0.00782753
601,0.009255758
602,0.044988032
603,0.0131841535
604,0.009640024
605,0.09629977
606,0.006966783
607,0.08404632
608,0.015917307
609,0.25648385
610,0.01624771
611,0.049380023
612,0.0034655768
613,0.0050482727
614,0.029732734
615,0.015293724
616,0.0053127143
617,0.094308965
618,0.0075451946
619,0.0148886815
620,0.020462088
621,0.004364151
622,0.043539032
623,0.023446992
624,0.017305026
625,0.0622514
626,0.58637965
627,0.14250118
628,0.010848837
629,0.0077851093
630,0.14377941
631,0.008383537
632,0.018402891
633,0.003102834
634,0.040709306
635,0.10351183
636,0.0037491661
637,0.0071506654
638,0.015093752
639,0.08781118
640,0.004611036
641,0.00836266
642,0.33514997
643,0.09728256
644,0.55615485
645,0.088100456
646,0.26052612
647,0.010968052
648,0.108260565
649,0.0062292456
650,0.013104715
651,0.3406798
652,0.010201642
653,0.049506154
654,0.57283163
655,0.00910665
656,0.019493083
657,0.011511638
658,0.0105650285
659,0.07946763
660,0.19362892
661,0.027338052
662,0.27626908
663,0.1204167
664,0.106246516
665,0.48366532
666,0.0038042571
667,0.012289674
668,0.08172381
669,0.47328967
670,0.028176377
671,0.0059037604
672,0.09925396
673,0.030704165
674,0.0033575005
675,0.49414548
676,0.16726531
677,0.020297715
678,0.029719584
679,0.041360438
680,0.16298221
681,0.0498188
682,0.010428667
683,0.045730397
684,0.013832236
685,0.10680039
686,0.004182822
687,0.006569118
688,0.0067560873
689,0.09059538
690,0.0135835875
691,0.056571666
692,0.42351252
693,0.026716413
694,0.02856188
695,0.025538951
696,0.015100007
697,0.0037366059
698,0.039398402
699,0.23789679
700,0.0093575865
701,0.006675321
702,0.3003884
703,0.09215343
704,0.36733663
705,0.020240681
706,0.0073043993
707,0.031591587
708,0.010675074
709,0.01835858
710,0.0067988224
711,0.047543004
712,0.1669142
713,0.014359979
714,0.009027388
715,0.011777788
716,0.43115363
717,0.0062503605
718,0.041154664
719,0.021118252
720,0.0029869769
721,0.004953957
722,0.013681386
723,0.05590338
724,0.008316946
725,0.21562487
726,0.01832954
727,0.011342631
728,0.03143267
729,0.059974916
730,0.5760312
731,0.016517384
732,0.03278867
733,0.0039508934
734,0.01067386
735,0.09232375
736,0.020830924
737,0.033777863
738,0.1011073
739,0.011736352
740,0.0046920907
741,0.0108516365
742,0.010461077
743,0.043729965
744,0.014527932
745,0.012659608
746,0.046057153
747,0.008255194
748,0.039574333
749,0.021853006
750,0.06136002
751,0.2261812
752,0.0053571616
753,0.0095829815
754,0.0032537223
755,0.029755805
756,0.012732654
757,0.03131983
758,0.013180079
759,0.0060160942
760,0.009642455
761,0.010087154
762,0.054655556
763,0.0733011
764,0.0052706804
765,0.013521197
766,0.05411067
767,0.0051370882
768,0.051946327
769,0.010375866
770,0.15869513
771,0.008400191
772,0.15640883
773,0.07830872
774,0.008495508
775,0.049673207
776,0.009885552
777,0.108432434
778,0.006960716
779,0.013439446
780,0.38927427
781,0.07724766
782,0.034247454
783,0.014283209
784,0.059862666
785,0.019225286
786,0.10687162
787,0.0361614
788,0.027904887
789,0.08231857
790,0.16319151
791,0.02167092
792,0.36916938
793,0.0907903
794,0.020200074
795,0.28807652
796,0.005321109
797,0.08688556
798,0.017351298
799,0.28290066
800,0.01874179
801,0.012910151
802,0.00851635
803,0.058760673
804,0.011734793
805,0.28170738
806,0.016386254
807,0.0045733647
808,0.078758426
809,0.03671495
810,0.037964147
811,0.100988664
812,0.03198875
813,0.029614158
814,0.011628746
815,0.14966275
816,0.037082292
817,0.004189151
818,0.017518155
819,0.0047721458
820,0.0525258
821,0.011544299
822,0.20642564
823,0.0077659795
824,0.012041617
825,0.009375976
826,0.017869674
827,0.030257285
828,0.017013717
829,0.0152577525
830,0.014074111
831,0.13352829
832,0.02073666
833,0.15948805
834,0.009534127
835,0.06276672
836,0.021161035
837,0.14391162
838,0.013307354
839,0.08157469
840,0.40356633
841,0.21203491
842,0.040813323
843,0.15471251
844,0.05693278
845,0.6890105
846,0.7216944
847,0.015133806
848,0.005926775
849,0.21357337
850,0.020292116
851,0.021777585
852,0.015628869
853,0.067959264
854,0.020082066
855,0.00398486
856,0.024750719
857,0.03174987
858,0.04536058
859,0.003091924
860,0.049769018
861,0.3634573
862,0.0033038806
863,0.0060344087
864,0.010202821
865,0.009804302
866,0.0080829915
867,0.005096628
868,0.072527714
869,0.03516206
870,0.0041400776
871,0.0144442
872,0.035273507
873,0.0051648393
874,0.0051324065
875,0.0044643492
876,0.041335523
877,0.012752342
878,0.020434031
879,0.004139755
880,0.022337835
881,0.010205629
882,0.057051785
883,0.07309321
884,0.023615295
885,0.0032669927
886,0.0155323865
887,0.058981877
888,0.45368356
889,0.022394357
890,0.044306252
891,0.009989369
892,0.0071575684
893,0.5012994
894,0.6895716
895,0.018470488
896,0.01782924
897,0.011703869
898,0.004074338
899,0.015419332
900,0.004470735
901,0.048847
902,0.030106211
903,0.009979951
904,0.005523952
905,0.0064975894
906,0.013354946
907,0.084435284
908,0.1403382
909,0.06208611
910,0.016439091
911,0.029721465
912,0.05984734
913,0.0036277834
914,0.013783919
915,0.0499467
916,0.015220565
917,0.02329169
918,0.008380631
919,0.02038415
920,0.015063747
921,0.04737861
922,0.075645015
923,0.11194506
924,0.014097997
925,0.008303098
926,0.067674056
927,0.051020492
928,0.018226458
929,0.042504616
930,0.25747517
931,0.32022426
932,0.016159702
933,0.020790389
934,0.015092759
935,0.0038891272
936,0.003352494
937,0.006891524
938,0.012135268
939,0.04117137
940,0.0041324175
941,0.06957422
942,0.0031059815
943,0.055620678
944,0.17348252
945,0.011748575
946,0.01094226
947,0.04933795
948,0.013818531
949,0.015581928
950,0.008769492
951,0.003209853
952,0.11574885
953,0.043855112
954,0.0049911393
955,0.12201618
956,0.07326533
957,0.0104764635
958,0.025046466
959,0.016563838
960,0.012906597
961,0.008585616
962,0.008673505
963,0.005107925
964,0.012583816
965,0.027623322
966,0.045599516
967,0.052174434
968,0.022770094
969,0.3085985
970,0.20643198
971,0.005783525
972,0.4114115
973,0.015634635
974,0.10207852
975,0.006777652
976,0.016146926
977,0.06766402
978,0.022842169
979,0.056776475
980,0.5473363
981,0.004736416
982,0.0059047397
983,0.01213715
984,0.0046648923
985,0.0276419
986,0.2698104
987,0.0046976698
988,0.0091395015
989,0.0143013485
990,0.014379173
991,0.02354641
992,0.0028689478
993,0.006903135
994,0.047487628
995,0.004199926
996,0.36946604
997,0.0063431915
998,0.022628719
999,0.012766157
1000,0.010638189
1001,0.003102045
1002,0.053340223
1003,0.022628339
1004,0.015135924
1005,0.05305482
1006,0.016675442
1007,0.037610345
1008,0.0071444903
1009,0.012995818
1010,0.006314344
1011,0.009285811
1012,0.011615998
1013,0.021307483
1014,0.058543388
1015,0.012815567
1016,0.15055287
1017,0.0048363567
1018,0.32173458
1019,0.030810095
1020,0.004281427
1021,0.015203828
1022,0.0590242
1023,0.02205032
1024,0.2479902
1025,0.015057919
1026,0.005792171
1027,0.019710695
1028,0.011262659
1029,0.0031059815
1030,0.009516353
1031,0.007256465
1032,0.051515542
1033,0.00878135
1034,0.019916395
1035,0.004498136
1036,0.012563577
1037,0.007979056
1038,0.0051142313
1039,0.009683748
1040,0.0044061206
1041,0.05054535
1042,0.3732042
1043,0.007897941
1044,0.037382785
1045,0.021958815
1046,0.0109449485
1047,0.0066502257
1048,0.023873283
1049,0.013563484
1050,0.00926993
1051,0.0137136495
1052,0.044012323
1053,0.15290771
1054,0.004364151
1055,0.08771162
1056,0.003091924
1057,0.004066198
1058,0.012352651
1059,0.086864434
1060,0.056794245
1061,0.07061845
1062,0.03020851
1063,0.008849111
1064,0.021242432
1065,0.1608443
1066,0.0185141
1067,0.022186747
1068,0.0045400197
1069,0.012511608
1070,0.012939575
1071,0.009717131
1072,0.072542906
1073,0.39388263
1074,0.014347034
1075,0.023719393
1076,0.057136126
1077,0.03323089
1078,0.008615292
1079,0.12968276
1080,0.037270546
1081,0.016067196
1082,0.1319146
1083,0.016811267
1084,0.05184971
1085,0.02205197
1086,0.00893602
1087,0.020969605
1088,0.0720612
1089,0.3212521
1090,0.010102578
1091,0.0066034743
1092,0.0061404435
1093,0.080662504
1094,0.010813924
1095,0.186231
1096,0.05856593
1097,0.031164989
1098,0.09868382
1099,0.09377878
1100,0.038095582
1101,0.018778266
1102,0.009174684
1103,0.021263745
1104,0.0056150635
1105,0.046792675
1106,0.034354758
1107,0.014118032
1108,0.18170857
1109,0.0782106
1110,0.016580787
1111,0.013929945
1112,0.009590977
1113,0.013206214
1114,0.01823119
1115,0.010476874
1116,0.012961587
1117,0.089218445
1118,0.24470457
1119,0.011919272
1120,0.023029303
1121,0.0337174
1122,0.005413633
1123,0.016103176
1124,0.10844313
1125,0.02236157
1126,0.09768973
1127,0.01427215
1128,0.3443513
1129,0.015467982
1130,0.02049381
1131,0.010310728
1132,0.42669
1133,0.015154865
1134,0.09137644
1135,0.222793
1136,0.043278366
1137,0.0057557668
1138,0.011379591
1139,0.01663787
1140,0.010379783
1141,0.015205849
1142,0.009009821
1143,0.1327781
1144,0.26794645
1145,0.047607586
1146,0.029775286
1147,0.08009475
1148,0.018871373
1149,0.02628878
1150,0.011510492
1151,0.019429134
1152,0.090805575
1153,0.004823771
1154,0.0154859135
1155,0.119853996
1156,0.011528856
1157,0.45712742
1158,0.6121297
1159,0.049304288
1160,0.0063625546
1161,0.2117997
1162,0.047046367
1163,0.036537368
1164,0.035535872
1165,0.054630667
1166,0.0297506
1167,0.2817988
1168,0.0071323784
1169,0.021760816
1170,0.0186439
1171,0.45649913
1172,0.015858343
1173,0.023117103
1174,0.013401705
1175,0.05871068
1176,0.4506316
1177,0.51164377
1178,0.26159716
1179,0.023412108
1180,0.13267006
1181,0.5064263
1182,0.031211283
1183,0.058834963
1184,0.21539429
1185,0.038816255
1186,0.115200736
1187,0.081046894
1188,0.6078745
1189,0.058934495
1190,0.0047889133
1191,0.4352461
1192,0.003987236
1193,0.6669382
1194,0.019315766
1195,0.110283494
1196,0.005785551
1197,0.004668937
1198,0.010368207
1199,0.0905871
1200,0.04605453
1201,0.018130155
1202,0.0047721458
1203,0.0032514404
1204,0.0031321906
1205,0.015603851
1206,0.009735176
1207,0.52162576
1208,0.033560798
1209,0.08359966
1210,0.013242926
1211,0.09861707
1212,0.08158635
1213,0.0031905153
1214,0.0046010776
1215,0.75431514
1216,0.014142438
1217,0.072732866
1218,0.005301346
1219,0.104889825
1220,0.018010465
1221,0.04366462
1222,0.053396713
1223,0.1520008
1224,0.0067246356
1225,0.063551724
1226,0.015090953
1227,0.006993652
1228,0.07974162
1229,0.37846956
1230,0.5792831
1231,0.02047684
1232,0.1040348
1233,0.018034972
1234,0.7666836
1235,0.8139472
1236,0.0069285394
1237,0.067458875
1238,0.47382677
1239,0.059595093
1240,0.022509018
1241,0.004707702
1242,0.03207239
1243,0.008302714
1244,0.032332446
1245,0.049762998
1246,0.12329356
1247,0.021419164
1248,0.0042185336
1249,0.10902928
1250,0.00981915
1251,0.20552991
1252,0.08190462
1253,0.0049277754
1254,0.1250968
1255,0.033621524
1256,0.07200283
1257,0.020357762
1258,0.012875791
1259,0.006268179
1260,0.24180782
1261,0.021099674
1262,0.07752903
1263,0.100341536
1264,0.019985184
1265,0.0036729139
1266,0.024838677
1267,0.06519293
1268,0.08512362
1269,0.025772812
1270,0.04438143
1271,0.0073009674
1272,0.18202081
1273,0.115490906
1274,0.100230865
1275,0.132888
1276,0.5507711
1277,0.022010146
1278,0.26713407
1279,0.031640988
1280,0.0096554775
1281,0.21240313
1282,0.009396531
1283,0.045930184
1284,0.064026944
1285,0.009958617
1286,0.010750299
1287,0.015718212
1288,0.08434408
1289,0.017835971
1290,0.054085396
1291,0.020505145
1292,0.15063547
1293,0.037829034
1294,0.6743245
1295,0.02094824
1296,0.005221869
1297,0.020898016
1298,0.006624926
1299,0.00423382
1300,0.08468579
1301,0.015820261
1302,0.02731102
1303,0.12653342
1304,0.0794939
1305,0.006149806
1306,0.004172126
1307,0.11194609
1308,0.0041213487
1309,0.03140937
1310,0.076960176
1311,0.0032560194
1312,0.009517687
1313,0.10059375
1314,0.013798069
1315,0.04767114
1316,0.016860897
1317,0.5070019
1318,0.019509666
1319,0.009104327
1320,0.009522863
1321,0.0043493784
1322,0.038473688
1323,0.05619555
1324,0.0408036
1325,0.040313732
1326,0.0104348445
1327,0.029734839
1328,0.034274064
1329,0.10966268
1330,0.014411525
1331,0.029528711
1332,0.0052503077
1333,0.032116733
1334,0.025317794
1335,0.07644948
1336,0.061790798
1337,0.010152656
1338,0.040341504
1339,0.14706387
1340,0.047080785
1341,0.010593515
1342,0.016600376
1343,0.0061041256
1344,0.021724759
1345,0.012860339
1346,0.009005995
1347,0.07212759
1348,0.089006476
1349,0.28681505
1350,0.010066662
1351,0.034327995
1352,0.051778793
1353,0.0062617995
1354,0.014668031
1355,0.021938983
1356,0.0113977315
1357,0.05333601
1358,0.01159352
1359,0.027139856
1360,0.005546297
1361,0.22255254
1362,0.00575359
1363,0.0062699025
1364,0.019939665
1365,0.06453864
1366,0.0059020226
1367,0.007588289
1368,0.1624519
1369,0.5550166
1370,0.007868606
1371,0.096073985
1372,0.009255928
1373,0.013216938
1374,0.06481688
1375,0.11439314
1376,0.016422177
1377,0.34519055
1378,0.012059243
1379,0.013162217
1380,0.003352494
1381,0.093835674
1382,0.06929522
1383,0.027831255
1384,0.00520218
1385,0.010533255
1386,0.005988579
1387,0.032989454
1388,0.09767881
1389,0.052969802
1390,0.019850895
1391,0.019131927
1392,0.021196662
1393,0.03036345
1394,0.10728774
1395,0.05567734
1396,0.03978461
1397,0.029268684
1398,0.012203452
1399,0.1291707
1400,0.06346071
1401,0.012919214
1402,0.010634836
1403,0.011670152
1404,0.055791985
1405,0.009873351
1406,0.0077015986
1407,0.05245728
1408,0.024494428
1409,0.01653082
1410,0.011010044
1411,0.009931804
1412,0.006159711
1413,0.01472382
1414,0.010980255
1415,0.010977801
1416,0.0149211865
1417,0.060188357
1418,0.0059397286
1419,0.6887131
1420,0.02424222
1421,0.024892354
1422,0.097366504
1423,0.004035658
1424,0.042240333
1425,0.008781412
1426,0.010234803
1427,0.019321444
1428,0.014422013
1429,0.028743682
1430,0.015754232
1431,0.13245344
1432,0.008338328
1433,0.015895296
1434,0.007059559
1435,0.010187212
1436,0.39960924
1437,0.01953027
1438,0.004741049
1439,0.020966522
1440,0.51289374
1441,0.009941082
1442,0.010989487
1443,0.0031059815
1444,0.016725441
1445,0.0054266755
1446,0.36730272
1447,0.09177886
1448,0.015994137
1449,0.0056064515
1450,0.0034298876
1451,0.10844691
1452,0.011348744
1453,0.010187106
1454,0.0067211366
1455,0.032048516
1456,0.23134065
1457,0.022819627
1458,0.006704997
1459,0.0066336617
1460,0.025493633
1461,0.009861033
1462,0.01145293
1463,0.21343675
1464,0.0046206187
1465,0.008113944
1466,0.01381206
1467,0.07790062
1468,0.0037224228
1469,0.119583525
1470,0.0073306793
1471,0.18102789
1472,0.027802395
1473,0.01327468
1474,0.016935384
1475,0.3413815
1476,0.17686571
1477,0.037071407
1478,0.007701818
1479,0.076398075
1480,0.01402525
1481,0.010011046
1482,0.05274472
1483,0.0035268303
1484,0.010891
1485,0.41688508
1486,0.5646829
1487,0.034675695
1488,0.009527231
1489,0.06407178
1490,0.01839308
1491,0.04632591
1492,0.043954246
1493,0.012169271
1494,0.047164578
1495,0.19096304
1496,0.013694913
1497,0.008314555
1498,0.102936134
1499,0.016707264
1500,0.011439112
1501,0.15661603
1502,0.032589257
1503,0.113427505
1504,0.09230055
1505,0.003326896
1506,0.07097861
1507,0.035310425
1508,0.03231727
1509,0.04021769
1510,0.013634949
1511,0.004533303
1512,0.020732878
1513,0.016386492
1514,0.016917245
1515,0.010854232
1516,0.0065513635
1517,0.19175337
1518,0.1647634
1519,0.015110496
1520,0.026138728
1521,0.053597443
1522,0.041957848
1523,0.017820733
1524,0.0035017661
1525,0.049770955
1526,0.16772565
1527,0.050609685
1528,0.03248039
1529,0.04523199
1530,0.03746061
1531,0.011964508
1532,0.048741817
1533,0.17812876
1534,0.051120806
1535,0.009615017
1536,0.013210726
1537,0.36673427
1538,0.011291256
1539,0.0038458307
1540,0.006624119
1541,0.23690829
1542,0.005563001
1543,0.028495857
1544,0.025091784
1545,0.005644017
1546,0.0053926283
1547,0.095677584
1548,0.054841954
1549,0.08292749
1550,0.012334392
1551,0.009070616
1552,0.014248716
1553,0.08961922
1554,0.017699212
1555,0.57986456
1556,0.012484384
1557,0.003218506
1558,0.50420237
1559,0.06663467
1560,0.12640467
1561,0.014148051
1562,0.009020641
1563,0.05896972
1564,0.0065324875
1565,0.03352941
1566,0.016144933
1567,0.0073056202
1568,0.004625565
1569,0.026359893
1570,0.2616961
1571,0.01408116
1572,0.021734798
1573,0.05926081
1574,0.006284379
1575,0.017720895
1576,0.028876992
1577,0.004510321
1578,0.014378578
1579,0.0074940682
1580,0.012706864
1581,0.0058832653
1582,0.010087196
1583,0.004966933
1584,0.0041837655
1585,0.011500362
1586,0.16857408
1587,0.12994735
1588,0.24700198
1589,0.008619283
1590,0.0047466867
1591,0.028720424
1592,0.0062189046
1593,0.0060299407
1594,0.21750668
1595,0.15211587
1596,0.011016169
1597,0.009558109
1598,0.009308513
1599,0.025211995
1600,0.0039751474
1601,0.0050544366
1602,0.0064558447
1603,0.058618072
1604,0.009160988
1605,0.009799642
1606,0.041357838
1607,0.034711506
1608,0.036402322
1609,0.015435817
1610,0.0067535494
1611,0.02519182
1612,0.1323018
1613,0.019436443
1614,0.21398431
1615,0.006564243
1616,0.8172958
1617,0.6874982
1618,0.023543168
1619,0.09831127
1620,0.48960397
1621,0.46648693
1622,0.030423285
1623,0.66506445
1624,0.033409107
1625,0.0041890116
1626,0.005060231
1627,0.020554965
1628,0.011562605
1629,0.017453315
1630,0.006650188
1631,0.00652627
1632,0.29245415
1633,0.15642056
1634,0.019917225
1635,0.008911914
1636,0.06790457
1637,0.011847939
1638,0.011785489
1639,0.0058753365
1640,0.04869846
1641,0.0063304002
